type,price,location,area,bedrooms,bathrooms,kitchens,parking_spaces,Luxury_catogory,built_in_type
Flat,0.55,Faisal Town - F-18,1.2,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,0.7,D-17,2.1,3.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,1.75,G-11,4.0,2.0,2.0,1.0,3.0,High,New Property
Flat,0.95,E-11,5.3,2.0,2.0,1.0,1.0,Low,Moderately old Property
Flat,1.05,Bahria Town,3.9,2.0,2.0,1.0,1.0,High,New Property
Flat,2.5,DHA Defence,12.1,3.0,4.0,2.0,4.0,High,New Property
House,10.0,DHA Defence,20.0,5.0,6.0,2.0,2.0,High,New Property
Flat,3.6,F-11,7.8,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,1.64,Bahria Town,6.3,1.0,1.0,2.0,6.0,High,Moderately old Property
Flat,1.2,E-11,3.6,1.0,1.0,1.0,1.0,High,Relatively New Property
House,5.2,DHA Defence,10.0,4.0,4.0,2.0,2.0,High,Relatively New Property
Flat,1.6,G-13,9.1,3.0,3.0,1.0,2.0,High,Relatively New Property
House,3.52,G-14,4.0,4.0,4.0,1.0,1.0,High,New Property
Flat,1.1,GT Road,4.2,2.0,2.0,1.0,2.0,High,New Property
House,3.25,Bahria Town,8.0,5.0,5.0,2.0,2.0,Low,New Property
Flat,0.65,B-17,4.1,2.0,2.0,1.0,1.0,High,New Property
House,5.65,Bahria Town,10.0,5.0,6.0,3.0,1.0,Low,New Property
Flat,0.65,G-13,5.1,2.0,2.0,0.0,0.0,High,Relatively New Property
Flat,4.15,F-11,9.6,3.0,3.0,1.0,1.0,Low,Relatively New Property
Flat,2.2,Gulberg,6.7,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,3.25,Korang Town,14.2,3.0,3.0,3.0,2.0,Low,Relatively New Property
Flat,1.84,B-17,5.1,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,1.85,E-11,4.9,2.0,2.0,1.0,1.0,High,New Property
Flat,1.15,Bahria Town,4.2,1.0,1.0,1.0,1.0,High,New Property
House,11.5,DHA Defence,20.0,5.0,6.0,1.0,3.0,Medium,New Property
House,2.65,University Town,10.0,6.0,6.0,2.0,4.0,High,Relatively New Property
House,12.8,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,New Property
Flat,0.65,DHA Defence,2.7,1.0,1.0,1.0,1.0,Medium,Relatively New Property
Flat,0.43,I-16,4.1,2.0,2.0,1.0,2.0,Medium,New Property
Flat,1.2,Gulberg,2.7,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,10.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,Medium,New Property
Flat,1.05,G-15,2.8,1.0,1.0,1.0,2.0,Medium,Relatively New Property
Flat,1.6,F-11,3.3,2.0,1.0,1.0,1.0,High,New Property
House,8.6,G-6,10.0,4.0,4.0,1.0,2.0,Medium,Moderately old Property
House,55.0,F-7,26.0,7.0,3.0,2.0,6.0,High,Relatively New Property
Flat,5.8,Diplomatic Enclave,8.0,2.0,2.0,1.0,1.0,High,Old Property
Flat,1.35,D-17,3.9,2.0,2.0,1.0,2.0,High,Relatively New Property
House,11.0,I-8,12.4,6.0,6.0,2.0,2.0,High,Old Property
Flat,0.85,D-17,6.8,3.0,3.0,1.0,1.0,High,Moderately old Property
Flat,0.55,D-17,3.6,2.0,2.0,1.0,2.0,High,New Property
Flat,0.65,Top City 1,2.7,1.0,1.0,1.0,1.0,Low,New Property
Flat,0.4,Soan Garden,3.0,2.0,2.0,1.0,1.0,Medium,Relatively New Property
House,3.3,Bani Gala,10.0,6.0,6.0,3.0,3.0,Medium,New Property
Flat,0.8,Soan Garden,4.8,3.0,2.0,1.0,1.0,Medium,Moderately old Property
Flat,3.9,DHA Defence,12.0,4.0,4.0,1.0,1.0,Medium,New Property
House,10.5,DHA Defence,20.0,5.0,5.0,1.0,2.0,Medium,New Property
House,9.7,DHA Defence,20.0,6.0,6.0,3.0,3.0,Low,Relatively New Property
House,28.0,F-10,24.0,5.0,6.0,2.0,4.0,High,Relatively New Property
House,40.0,F-7,26.0,6.0,6.0,2.0,4.0,Medium,Moderately old Property
Flat,2.5,Bani Gala,7.6,3.0,3.0,1.0,1.0,Low,New Property
Flat,1.05,Bahria Town,2.8,1.0,1.0,1.0,1.0,Medium,New Property
House,14.5,E-11,20.0,9.0,6.0,1.0,1.0,High,Relatively New Property
Flat,1.35,Bahria Town,6.1,2.0,2.0,2.0,1.0,Low,Relatively New Property
Flat,1.07,DHA Defence,5.1,2.0,2.0,1.0,2.0,High,New Property
House,1.75,Kashmir Highway,5.0,4.0,2.0,1.0,4.0,High,New Property
House,2.75,G-13,4.0,5.0,5.0,2.0,2.0,Low,Relatively New Property
Flat,3.38,G-11,5.6,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,3.23,Mumtaz City,3.2,2.0,2.0,1.0,2.0,High,New Property
House,24.0,D-12,20.0,8.0,6.0,3.0,4.0,High,New Property
House,3.4,FECHS,8.0,5.0,6.0,2.0,2.0,Medium,Relatively New Property
Flat,1.2,E-11,3.8,1.0,1.0,1.0,3.0,Medium,New Property
House,12.0,Bahria Town,20.0,9.0,3.0,3.0,3.0,High,New Property
Flat,1.15,E-11,2.6,1.0,1.0,1.0,1.0,Low,Relatively New Property
House,8.5,Naval Anchorage,20.0,5.0,5.0,1.0,1.0,Low,Relatively New Property
House,15.0,F-11,20.0,6.0,6.0,2.0,3.0,Medium,Moderately old Property
House,9.15,DHA Defence,20.0,6.0,6.0,1.0,3.0,High,New Property
Flat,0.39,B-17,2.2,1.0,1.0,1.0,1.0,High,Relatively New Property
Flat,1.25,Gulberg,4.1,2.0,3.0,1.0,1.0,Low,New Property
House,9.5,DHA Defence,20.0,6.0,6.0,2.0,4.0,High,New Property
House,24.5,F-11,26.0,9.0,6.0,3.0,1.0,Low,Relatively New Property
Flat,6.0,F-11,16.2,3.0,2.0,1.0,1.0,High,New Property
Flat,1.07,DHA Defence,2.8,3.0,1.0,1.0,1.0,High,Relatively New Property
Flat,2.87,DHA Defence,7.3,3.0,3.0,1.0,1.0,High,Relatively New Property
House,4.7,Bani Gala,10.0,4.0,5.0,1.0,2.0,Low,New Property
Flat,0.9,Faisal Town - F-18,3.8,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,0.42,E-11,1.3,2.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,1.57,Islamabad Expressway,5.0,2.0,2.0,1.0,1.0,Medium,New Property
Flat,1.3,E-11,3.6,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,1.9,Kashmir Highway,4.3,1.0,1.0,1.0,2.0,High,New Property
House,70.0,F-6,48.0,6.0,6.0,1.0,1.0,Medium,Relatively New Property
House,14.0,G-9,17.8,7.0,6.0,2.0,3.0,Low,Relatively New Property
House,11.25,DHA Defence,20.0,5.0,6.0,2.0,4.0,High,New Property
House,13.9,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,New Property
Flat,1.5,G-15,5.5,2.0,2.0,1.0,1.0,Low,Relatively New Property
Flat,1.22,G-11,3.1,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,3.95,G-13,4.0,4.0,5.0,2.0,2.0,Low,New Property
House,2.4,Pakistan Town,5.6,5.0,5.0,2.0,2.0,Low,Relatively New Property
Flat,1.25,B-17,3.5,1.0,1.0,1.0,2.0,High,Relatively New Property
House,8.7,G-13,10.9,6.0,6.0,2.0,3.0,High,New Property
House,4.35,G-16,12.4,7.0,6.0,3.0,2.0,Medium,Relatively New Property
House,13.5,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
House,9.45,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
Flat,0.52,National Police Foundation O-9,3.3,2.0,2.0,1.0,1.0,High,New Property
Flat,1.13,G-13,7.8,3.0,3.0,1.0,3.0,Medium,Relatively New Property
House,5.2,Bahria Town,10.0,5.0,6.0,2.0,2.0,Medium,New Property
House,35.0,F-8,40.0,8.0,6.0,2.0,6.0,Low,Old Property
Flat,0.45,D-17,2.8,2.0,2.0,1.0,1.0,Medium,Relatively New Property
House,90.0,F-7,80.0,6.0,6.0,1.0,7.0,High,Moderately old Property
Flat,4.0,F-11,12.2,3.0,3.0,1.0,1.0,Medium,Relatively New Property
Flat,3.1,DHA Defence,11.9,3.0,4.0,1.0,2.0,Medium,Relatively New Property
House,2.55,Bahria Town,5.0,3.0,4.0,2.0,2.0,High,Relatively New Property
Flat,1.63,Bahria Town,5.6,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,2.52,Mumtaz City,7.4,2.0,2.0,2.0,1.0,Low,Relatively New Property
Flat,2.52,Bahria Town,8.7,3.0,4.0,1.0,2.0,Low,Relatively New Property
House,9.0,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,Relatively New Property
Flat,0.75,Soan Garden,3.3,2.0,2.0,1.0,1.0,High,New Property
House,6.0,Bahria Town,10.0,6.0,3.0,2.0,2.0,Low,Relatively New Property
House,15.0,E-11,20.0,8.0,6.0,2.0,3.0,Medium,Moderately old Property
Flat,5.2,G-11,10.7,3.0,4.0,1.0,2.0,Low,Relatively New Property
Flat,1.3,E-11,7.2,2.0,2.0,1.0,1.0,Low,New Property
House,33.25,F-6,32.0,1.0,1.0,1.0,6.0,High,Moderately old Property
House,9.5,G-9,6.0,6.0,6.0,1.0,1.0,Medium,New Property
Flat,1.35,E-11,3.8,1.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,0.51,H-13,1.7,1.0,1.0,1.0,1.0,Low,Relatively New Property
Flat,0.55,Faisal Town - F-18,1.8,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,1.15,Bani Gala,5.0,2.0,2.0,1.0,1.0,Low,New Property
House,4.0,Bani Gala,10.0,5.0,5.0,2.0,2.0,Low,New Property
Flat,1.65,Gulberg,5.5,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,0.29,Multi Residencia & Orchards,1.3,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,7.72,Diplomatic Enclave,6.2,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,14.5,DHA Defence,20.0,7.0,6.0,2.0,3.0,High,New Property
Flat,0.91,Multi Residencia & Orchards,4.9,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.4,F-10,6.2,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,3.0,Kashmir Highway,4.4,1.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,6.5,F-10,7.8,2.0,3.0,1.0,1.0,Medium,Moderately old Property
House,1.85,Ghauri Town,5.0,5.0,6.0,3.0,1.0,Medium,Moderately old Property
Flat,1.63,Bahria Town,5.6,2.0,2.0,3.0,1.0,High,New Property
House,3.84,DHA Defence,5.0,3.0,4.0,3.0,2.0,High,Relatively New Property
Flat,8.0,Karakoram Diplomatic Enclave,8.9,2.0,3.0,1.0,1.0,High,Moderately old Property
House,6.3,G-13,8.0,5.0,6.0,2.0,2.0,High,New Property
Flat,3.5,F-8,4.0,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,2.5,Bani Gala,10.0,5.0,6.0,2.0,1.0,Medium,New Property
Flat,6.5,F-10,7.8,3.0,3.0,1.0,1.0,High,Relatively New Property
House,26.5,F-8,20.0,5.0,6.0,2.0,4.0,Medium,Old Property
Flat,0.6,Bahria Town,1.9,2.0,1.0,3.0,1.0,Medium,Relatively New Property
Flat,2.85,F-11,7.3,2.0,2.0,1.0,1.0,High,Moderately old Property
House,3.1,G-13,4.0,4.0,5.0,1.0,1.0,High,New Property
House,4.6,G-10,5.6,4.0,5.0,1.0,2.0,High,Relatively New Property
Flat,2.24,Gulberg,7.7,2.0,2.0,1.0,1.0,Low,New Property
House,35.0,F-7,24.0,6.0,3.0,2.0,3.0,Medium,Moderately old Property
House,2.8,Bani Gala,10.0,5.0,6.0,1.0,2.0,High,New Property
Flat,0.47,Bahria Town,2.0,1.0,1.0,1.0,1.0,High,Relatively New Property
Flat,2.15,G-11,3.1,2.0,2.0,1.0,2.0,Low,Old Property
Flat,2.3,E-11,7.8,3.0,4.0,1.0,1.0,Low,New Property
House,9.15,G-9,14.2,6.0,6.0,2.0,2.0,High,Old Property
House,2.8,Bani Gala,6.0,5.0,5.0,3.0,5.0,Low,New Property
House,17.0,DHA Defence,30.0,8.0,6.0,1.0,4.0,High,New Property
Flat,2.15,DHA Defence,9.1,3.0,3.0,1.0,2.0,Low,New Property
Flat,0.65,I-16,3.1,2.0,2.0,1.0,2.0,Medium,New Property
House,2.85,PWD Housing Scheme,5.0,4.0,5.0,3.0,1.0,Low,New Property
Flat,1.75,Kashmir Highway,4.3,1.0,1.0,2.0,2.0,Medium,Relatively New Property
House,38.0,F-7,22.0,7.0,6.0,1.0,1.0,High,New Property
Flat,0.68,H-13,2.3,1.0,1.0,1.0,2.0,Low,Relatively New Property
House,25.0,D-12,20.0,9.0,3.0,2.0,2.0,High,New Property
Flat,2.35,Bahria Town,10.9,3.0,4.0,1.0,2.0,High,New Property
House,60.0,F-7,50.0,5.0,6.0,1.0,10.0,Low,Old Property
House,6.45,G-11,8.0,6.0,6.0,2.0,2.0,Low,Relatively New Property
Flat,3.5,DHA Defence,11.0,3.0,3.0,1.0,1.0,Medium,Relatively New Property
Flat,0.27,B-17,1.1,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,0.55,E-11,2.0,1.0,1.0,1.0,1.0,High,Moderately old Property
Flat,1.2,E-11,2.7,1.0,1.0,1.0,1.0,Low,Relatively New Property
House,1.85,Ghauri Town,5.5,7.0,6.0,1.0,6.0,High,New Property
Flat,1.2,E-11,4.4,2.0,2.0,1.0,2.0,High,Relatively New Property
House,5.3,Bahria Town,10.0,7.0,6.0,3.0,2.0,High,Relatively New Property
House,4.0,Bani Gala,10.0,5.0,5.0,2.0,2.0,High,New Property
Flat,0.64,Multi Residencia & Orchards,3.8,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.95,E-11,7.6,3.0,3.0,1.0,1.0,Low,New Property
House,36.0,F-8,36.0,5.0,6.0,3.0,7.0,High,Relatively New Property
Flat,0.74,G-13,6.0,2.0,2.0,1.0,2.0,High,New Property
Flat,6.0,Karakoram Diplomatic Enclave,5.2,1.0,1.0,1.0,1.0,Low,Relatively New Property
House,1.35,H-13,4.0,4.0,4.0,1.0,1.0,High,Relatively New Property
House,8.5,DHA Defence,20.0,6.0,6.0,3.0,2.0,Low,Relatively New Property
Flat,9.5,F-8,9.0,2.0,4.0,1.0,6.0,High,New Property
Flat,2.44,B-17,6.8,3.0,3.0,1.0,2.0,Medium,Relatively New Property
Flat,5.7,Kashmir Highway,10.0,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,9.0,DHA Defence,20.0,5.0,5.0,3.0,2.0,High,Relatively New Property
House,9.75,E-11,16.0,6.0,6.0,2.0,3.0,Low,Relatively New Property
House,30.0,F-8,26.0,5.0,6.0,1.0,3.0,Medium,Relatively New Property
Flat,0.56,Gulberg,2.5,3.0,1.0,1.0,1.0,High,Relatively New Property
House,9.3,DHA Defence,20.0,6.0,3.0,2.0,2.0,High,Relatively New Property
Flat,5.5,F-11,16.0,3.0,4.0,1.0,1.0,Medium,New Property
Flat,0.75,G-13,6.0,2.0,2.0,1.0,2.0,High,Relatively New Property
House,15.5,DHA Defence,20.0,6.0,6.0,3.0,4.0,High,New Property
House,2.45,Faisal Town - F-18,5.0,7.0,5.0,3.0,2.0,Low,Relatively New Property
Flat,3.5,DHA Defence,14.6,4.0,5.0,1.0,1.0,High,New Property
House,10.0,DHA Defence,20.0,6.0,6.0,2.0,3.0,Medium,New Property
Flat,2.4,DHA Defence,13.0,3.0,4.0,1.0,2.0,High,Moderately old Property
House,37.0,F-7,36.0,5.0,6.0,2.0,7.0,High,Moderately old Property
House,11.0,I-8,12.4,9.0,3.0,3.0,3.0,Medium,Old Property
Flat,8.5,F-11,16.9,3.0,2.0,1.0,2.0,High,Old Property
Flat,0.8,Faisal Town - F-18,4.5,2.0,2.0,1.0,2.0,Medium,Relatively New Property
House,18.0,G-10,32.0,6.0,6.0,1.0,2.0,High,Relatively New Property
Flat,2.3,F-11,6.2,2.0,2.0,1.0,1.0,High,Moderately old Property
House,2.4,FECHS,8.0,3.0,4.0,1.0,2.0,High,New Property
House,16.1,G-10,19.6,6.0,6.0,1.0,2.0,High,Relatively New Property
House,10.0,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
Flat,10.64,F-6,10.6,3.0,2.0,1.0,2.0,High,Relatively New Property
House,2.4,Bani Gala,7.4,4.0,5.0,2.0,2.0,High,New Property
Flat,15.5,F-8,11.7,3.0,4.0,1.0,2.0,High,Relatively New Property
House,17.0,DHA Defence,22.0,7.0,6.0,2.0,3.0,High,New Property
House,4.35,Zaraj Housing Scheme,10.0,4.0,6.0,2.0,2.0,High,Moderately old Property
Flat,1.29,Gulberg,3.8,2.0,3.0,1.0,1.0,High,Moderately old Property
House,17.5,G-10,32.0,7.0,6.0,2.0,10.0,High,New Property
Flat,2.4,DHA Defence,12.1,3.0,5.0,1.0,2.0,Low,Relatively New Property
House,12.9,DHA Defence,20.0,9.0,6.0,3.0,5.0,High,New Property
House,14.0,G-9,14.2,6.0,6.0,1.0,2.0,High,Relatively New Property
Flat,1.95,E-11,8.2,4.0,3.0,1.0,1.0,Low,Relatively New Property
Flat,0.5,DHA Defence,2.8,1.0,1.0,1.0,1.0,High,New Property
Flat,1.2,G-11,3.1,2.0,2.0,1.0,1.0,Medium,Relatively New Property
House,1.5,H-13,5.0,4.0,6.0,2.0,2.0,Low,Relatively New Property
Flat,1.5,E-11,5.6,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.4,E-11,2.7,2.0,2.0,1.0,2.0,Medium,Old Property
House,11.3,G-13,14.0,6.0,6.0,2.0,6.0,High,New Property
House,30.5,F-8,22.0,6.0,6.0,2.0,2.0,High,Relatively New Property
House,4.0,Bani Gala,10.0,5.0,6.0,1.0,2.0,Medium,Relatively New Property
Flat,0.85,Gulberg,2.3,1.0,1.0,1.0,2.0,Low,Relatively New Property
House,12.9,DHA Defence,20.0,5.0,5.0,1.0,3.0,High,New Property
House,19.0,F-10,20.0,9.0,6.0,1.0,1.0,High,Old Property
House,14.5,DHA Defence,20.0,5.0,5.0,2.0,3.0,Medium,New Property
Flat,1.1,DHA Defence,4.2,2.0,2.0,1.0,1.0,High,New Property
House,17.0,G-13,20.0,8.0,6.0,2.0,6.0,High,New Property
Flat,1.1,E-11,7.1,3.0,3.0,2.0,1.0,Medium,Relatively New Property
Flat,0.79,E-11,2.7,1.0,1.0,1.0,1.0,High,Relatively New Property
Flat,1.45,Gulberg,3.4,2.0,2.0,1.0,1.0,Low,Relatively New Property
House,6.25,DHA Defence,16.0,9.0,3.0,2.0,3.0,High,New Property
Flat,1.95,F-11,5.6,1.0,1.0,1.0,1.0,Low,Old Property
Flat,1.1,Bahria Town,4.1,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,3.3,E-11,7.5,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,1.95,G-10,4.0,2.0,2.0,1.0,2.0,Low,Relatively New Property
Flat,1.9,F-11,5.6,1.0,1.0,1.0,1.0,High,New Property
House,11.5,Bani Gala,32.0,3.0,3.0,1.0,1.0,High,New Property
House,3.45,Bahria Town,8.0,5.0,6.0,2.0,1.0,Low,New Property
House,6.0,I-11,8.0,9.0,6.0,3.0,1.0,Low,Relatively New Property
Flat,1.5,G-13,9.1,3.0,3.0,2.0,1.0,High,New Property
House,0.68,Ghauri Town,3.3,2.0,3.0,1.0,1.0,High,Relatively New Property
Flat,1.75,I-8,6.4,3.0,2.0,1.0,1.0,Medium,Relatively New Property
House,20.5,F-8,22.0,7.0,6.0,2.0,6.0,Low,Old Property
Flat,2.0,D-17,6.0,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,1.8,D-17,7.3,3.0,3.0,1.0,1.0,High,Relatively New Property
Flat,2.1,Gulberg,7.4,3.0,3.0,1.0,2.0,Low,Relatively New Property
Flat,3.5,F-11,12.2,3.0,3.0,1.0,1.0,Medium,Old Property
Flat,3.75,F-11,12.2,3.0,3.0,1.0,1.0,High,Relatively New Property
Flat,4.3,F-11,12.0,2.0,2.0,1.0,1.0,Low,Old Property
Flat,1.6,DHA Defence,5.1,3.0,3.0,1.0,2.0,High,Relatively New Property
House,1.6,Ghauri Town,5.0,4.0,5.0,2.0,1.0,Medium,Moderately old Property
House,12.8,DHA Defence,20.0,5.0,6.0,2.0,3.0,High,New Property
Flat,0.99,B-17,7.6,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,19.5,F-8,22.0,5.0,3.0,3.0,1.0,Low,Relatively New Property
Flat,1.25,E-11,2.7,2.0,2.0,1.0,3.0,High,Relatively New Property
House,3.75,G-13,4.0,4.0,5.0,1.0,1.0,High,Relatively New Property
House,11.2,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
House,17.0,DHA Defence,22.0,7.0,6.0,1.0,3.0,High,New Property
House,2.7,B-17,10.0,6.0,6.0,2.0,4.0,High,New Property
House,17.5,Bahria Town,30.0,6.0,6.0,2.0,4.0,High,New Property
House,2.8,Bahria Town,5.0,3.0,4.0,2.0,1.0,High,New Property
House,36.0,F-7,26.0,5.0,6.0,2.0,5.0,Low,Moderately old Property
Flat,6.2,F-10,7.8,3.0,3.0,2.0,1.0,Medium,Relatively New Property
House,27.99,F-8,20.0,5.0,6.0,1.0,3.0,High,Old Property
House,65.0,F-8,42.0,6.0,6.0,2.0,7.0,High,New Property
House,7.4,E-11,10.0,5.0,5.0,2.0,3.0,Medium,Moderately old Property
House,3.2,B-17,8.0,4.0,6.0,2.0,2.0,Medium,New Property
Flat,9.8,F-8,10.1,2.0,3.0,1.0,2.0,High,Moderately old Property
Flat,2.75,DHA Defence,12.1,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,3.75,Bani Gala,12.0,6.0,6.0,2.0,1.0,Medium,New Property
House,2.75,Bahria Town,8.0,4.0,5.0,1.0,2.0,Medium,New Property
Flat,0.3,D-17,1.8,2.0,1.0,1.0,1.0,High,Relatively New Property
House,11.75,DHA Defence,20.0,7.0,6.0,2.0,2.0,High,New Property
Flat,0.85,B-17,5.0,2.0,2.0,1.0,2.0,Medium,Relatively New Property
Flat,3.2,Gulberg,7.3,2.0,2.0,1.0,1.0,High,New Property
House,9.0,DHA Defence,20.0,6.0,6.0,2.0,3.0,Low,Moderately old Property
Flat,2.86,Bahria Town,5.9,2.0,2.0,1.0,2.0,Low,Relatively New Property
House,3.75,G-15,7.0,5.0,6.0,2.0,2.0,High,New Property
Flat,2.3,E-11,6.2,1.0,1.0,1.0,1.0,High,Relatively New Property
House,9.4,DHA Defence,20.0,6.0,6.0,2.0,4.0,High,New Property
House,65.0,E-7,38.0,5.0,6.0,2.0,5.0,High,Old Property
House,11.5,DHA Defence,20.0,6.0,6.0,2.0,2.0,Medium,Relatively New Property
Flat,1.45,DHA Defence,5.1,3.0,3.0,1.0,2.0,Low,New Property
Flat,0.35,D-17,2.2,1.0,1.0,1.0,2.0,Medium,Relatively New Property
Flat,0.9,I-16,6.6,3.0,3.0,1.0,2.0,Low,Relatively New Property
House,11.75,DHA Defence,20.0,6.0,6.0,2.0,3.0,High,New Property
House,2.7,FECHS,7.0,4.0,4.0,2.0,2.0,Low,New Property
House,9.2,G-13,10.0,6.0,6.0,2.0,3.0,Low,New Property
Flat,2.0,D-17,7.6,3.0,3.0,1.0,2.0,Medium,Relatively New Property
Flat,1.1,Soan Garden,4.9,2.0,2.0,1.0,2.0,High,Relatively New Property
Flat,0.38,B-17,2.2,1.0,1.0,1.0,2.0,Medium,Relatively New Property
House,2.35,FECHS,5.0,4.0,5.0,1.0,1.0,Low,New Property
House,2.15,Korang Town,6.7,4.0,5.0,2.0,1.0,High,New Property
House,5.9,I-10,7.0,6.0,6.0,3.0,2.0,Low,Old Property
House,16.0,DHA Defence,20.0,8.0,6.0,3.0,2.0,High,Relatively New Property
Flat,1.3,E-11,3.6,2.0,2.0,1.0,1.0,Low,Moderately old Property
Flat,1.87,F-11,5.6,1.0,1.0,1.0,1.0,High,Old Property
House,1.2,C-18,5.0,5.0,5.0,2.0,2.0,High,New Property
Flat,1.4,DHA Defence,6.3,3.0,3.0,1.0,1.0,High,New Property
House,10.5,DHA Defence,20.0,6.0,6.0,2.0,2.0,High,New Property
Flat,0.76,River Garden,4.7,2.0,2.0,1.0,1.0,Low,New Property
Flat,1.5,DHA Defence,6.7,4.0,4.0,1.0,3.0,High,Moderately old Property
House,9.0,DHA Defence,30.0,7.0,3.0,2.0,4.0,Low,New Property
House,12.75,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
House,6.9,E-11,8.0,5.0,6.0,2.0,2.0,High,New Property
House,16.1,I-8,14.0,6.0,6.0,1.0,3.0,High,Relatively New Property
Flat,1.6,E-11,5.6,2.0,2.0,1.0,1.0,Medium,New Property
House,0.95,H-13,3.0,3.0,3.0,3.0,1.0,Low,New Property
Flat,1.5,G-15,4.8,2.0,2.0,1.0,1.0,High,Relatively New Property
Flat,0.74,DHA Defence,3.6,2.0,2.0,1.0,1.0,Medium,Relatively New Property
Flat,2.5,E-11,8.4,2.0,2.0,1.0,1.0,Low,Moderately old Property
House,6.8,DHA Defence,20.0,6.0,3.0,2.0,5.0,Medium,Old Property
Flat,1.8,E-11,6.5,2.0,2.0,1.0,1.0,Low,New Property
Flat,0.63,Bahria Town,2.9,1.0,1.0,1.0,1.0,Low,New Property
House,3.88,Top City 1,10.0,5.0,6.0,2.0,3.0,High,Relatively New Property
House,42.0,F-7,26.0,6.0,6.0,1.0,1.0,High,Relatively New Property
Flat,1.9,DHA Defence,7.9,2.0,2.0,1.0,3.0,High,Relatively New Property
House,8.4,G-13,10.0,6.0,6.0,2.0,3.0,High,New Property
House,14.5,DHA Defence,20.0,6.0,6.0,3.0,2.0,High,Relatively New Property
Flat,0.52,Bahria Town,2.0,1.0,1.0,1.0,2.0,Medium,Relatively New Property
Flat,0.45,Gulberg,1.4,2.0,1.0,1.0,1.0,High,Relatively New Property
House,27.0,F-10,40.0,8.0,6.0,3.0,2.0,Low,Relatively New Property
House,8.5,G-9,9.0,5.0,5.0,3.0,2.0,Low,Relatively New Property
House,13.5,DHA Defence,20.0,5.0,6.0,1.0,2.0,Medium,New Property
House,8.7,DHA Defence,20.0,6.0,6.0,2.0,4.0,Medium,New Property
House,2.5,B-17,5.0,4.0,5.0,2.0,1.0,High,New Property
Flat,0.56,Gulberg,2.1,1.0,1.0,1.0,2.0,Medium,Relatively New Property
Flat,0.2,Pakistan Town,1.1,2.0,1.0,1.0,2.0,Medium,Relatively New Property
House,9.0,G-13,10.9,7.0,6.0,3.0,3.0,Low,New Property
House,12.5,D-12,10.9,6.0,6.0,2.0,2.0,High,Relatively New Property
Flat,0.95,G-15,2.8,1.0,1.0,1.0,2.0,Low,Relatively New Property
Flat,10.0,F-10,16.7,4.0,4.0,2.0,2.0,High,Relatively New Property
House,12.5,F-11,20.0,5.0,5.0,3.0,2.0,Low,Relatively New Property
Flat,1.65,E-11,4.7,2.0,2.0,1.0,2.0,Medium,New Property
House,11.0,I-8,12.5,6.0,6.0,2.0,4.0,Low,Relatively New Property
Flat,4.3,F-11,12.0,3.0,3.0,1.0,2.0,High,Relatively New Property
Flat,1.6,G-15,5.5,2.0,2.0,1.0,1.0,Medium,Relatively New Property
House,10.25,D-12,10.0,4.0,4.0,1.0,1.0,High,Relatively New Property
House,9.0,Naval Anchorage,24.0,7.0,6.0,2.0,3.0,High,New Property
House,18.5,F-11,26.0,6.0,6.0,2.0,5.0,Medium,Moderately old Property
